Circle Test @ YYE. Version 1.1.0.. Simulation on 2023- 6- 2   14h 9
# No. Particle  1000000, Rho ratio  2.00, Reactivity 1.00E+01, Diff coef 1.00E+00
 # r0, θ0 =   0.90000000000000002        0.0000000000000000     

       1            1.68589652E-01
       2            1.00039302E-01
       3            5.76858023E-02
       4            3.63199636E-02
       5            2.47046649E-02
       6            1.78360201E-02
       7            1.34840489E-02
       8            1.05687434E-02
       9            8.52619716E-03
      10            7.04414944E-03
      11            5.94020061E-03
      12            5.10081514E-03
      13            4.45014764E-03
      14            3.93519848E-03
      15            3.51936559E-03
      16            3.17884065E-03
      17            2.89878525E-03
      18            2.66897340E-03
      19            2.48036745E-03
      20            2.32400975E-03
      21            2.19209004E-03
      22            2.07955087E-03
      23            1.98442897E-03
      24            1.90641267E-03
      25            1.84471410E-03
      26            1.79695207E-03
      27            1.75986043E-03
      28            1.73107752E-03
      29            1.71038366E-03
      30            1.69928166E-03
      31            1.69928166E-03
      32            1.71038366E-03
      33            1.73107752E-03
      34            1.75986043E-03
      35            1.79695207E-03
      36            1.84471410E-03
      37            1.90641267E-03
      38            1.98442897E-03
      39            2.07955087E-03
      40            2.19209004E-03
      41            2.32400975E-03
      42            2.48036745E-03
      43            2.66897340E-03
      44            2.89878525E-03
      45            3.17884065E-03
      46            3.51936559E-03
      47            3.93519848E-03
      48            4.45014764E-03
      49            5.10081514E-03
      50            5.94020061E-03
      51            7.04414944E-03
      52            8.52619716E-03
      53            1.05687434E-02
      54            1.34840489E-02
      55            1.78360201E-02
      56            2.47046649E-02
      57            3.63199636E-02
      58            5.76858023E-02
      59            1.00039302E-01
      60            1.68589652E-01
