Circle Test @ YYE. Version 1.1.0.. Simulation on 2023- 6- 2   14h 9
# Polygon        60, Circle Radius    1.00, Thickness 1.00E-03
# No. Particle  1000000, Rho ratio  2.00, Reactivity 1.00E+01, Diff coef 1.00E+00

#   Segment Index   Hitting Probability

 # r0, θ0 =   0.90000000000000002        0.0000000000000000     

       1            1.68916000E-01
       2            9.99130000E-02
       3            5.75240000E-02
       4            3.60020000E-02
       5            2.50150000E-02
       6            1.79370000E-02
       7            1.35270000E-02
       8            1.04420000E-02
       9            8.56500000E-03
      10            7.27000000E-03
      11            5.99400000E-03
      12            5.11000000E-03
      13            4.49200000E-03
      14            3.84700000E-03
      15            3.49400000E-03
      16            3.19100000E-03
      17            2.86200000E-03
      18            2.67900000E-03
      19            2.43100000E-03
      20            2.36600000E-03
      21            2.22800000E-03
      22            2.05000000E-03
      23            2.03500000E-03
      24            1.94000000E-03
      25            1.86300000E-03
      26            1.85400000E-03
      27            1.70600000E-03
      28            1.68500000E-03
      29            1.71000000E-03
      30            1.65000000E-03
      31            1.62700000E-03
      32            1.66200000E-03
      33            1.78000000E-03
      34            1.76400000E-03
      35            1.74300000E-03
      36            1.78900000E-03
      37            1.86900000E-03
      38            1.94900000E-03
      39            2.14000000E-03
      40            2.17500000E-03
      41            2.38900000E-03
      42            2.52200000E-03
      43            2.69100000E-03
      44            2.89400000E-03
      45            3.13100000E-03
      46            3.50100000E-03
      47            4.00900000E-03
      48            4.48000000E-03
      49            5.09600000E-03
      50            5.89800000E-03
      51            6.95900000E-03
      52            8.55700000E-03
      53            1.05560000E-02
      54            1.34770000E-02
      55            1.79580000E-02
      56            2.47450000E-02
      57            3.61470000E-02
      58            5.79280000E-02
      59            9.98490000E-02
      60            1.68417000E-01
