Circle Test @ YYE. Version 1.1.1.. Simulation on 2023- 6- 2   17h19
          X coord          Y coord          Radius          Time          Local Time
         0.91946300        -0.32095857        0.01806687        0.00007500        0.09399856
         0.93376179        -0.34282678        0.02612803        0.00007500        0.09399856
         0.93893621        -0.34171092        0.00529337        0.00007500        0.09399856
         0.93856341        -0.34166801        0.00200000        0.00007600        0.09525187
         0.93745702        -0.34208264        0.00118154        0.00007600        0.09525187
         0.93898140        -0.34066886        0.00207907        0.00007600        0.09525187
         0.93978083        -0.34146745        0.00112997        0.00007600        0.09525187
         0.93996174        -0.33947564        0.00200000        0.00007700        0.09650519
         0.94097926        -0.33789704        0.00200000        0.00007800        0.09775850
         0.93980432        -0.33674639        0.00200000        0.00007900        0.09901182
         0.94131290        -0.33599293        0.00168628        0.00007900        0.09901182
         0.94053452        -0.33729711        0.00200000        0.00008000        0.10026513
         0.94099846        -0.33615424        0.00200000        0.00008100        0.10151845
         0.93939980        -0.33735603        0.00200000        0.00008200        0.10277176
         0.93754929        -0.33715692        0.00186119        0.00008200        0.10277176
         0.93992082        -0.33995777        0.00367000        0.00008200        0.10277176
         0.93884122        -0.34034163        0.00200000        0.00008300        0.10402507
         0.94011568        -0.33983003        0.00137331        0.00008300        0.10402507
         0.94093118        -0.33807337        0.00200000        0.00008400        0.10527839
         0.93893949        -0.33789124        0.00200000        0.00008500        0.10653170
         0.93689493        -0.33842589        0.00211331        0.00008500        0.10653170
         0.93498562        -0.33507654        0.00385533        0.00008500        0.10653170
         0.93953993        -0.34010701        0.00678582        0.00008500        0.10653170
         0.93959143        -0.34203245        0.00200000        0.00008600        0.10778502
         0.93789685        -0.34097019        0.00200000        0.00008700        0.10903833
         0.93947753        -0.33967032        0.00204651        0.00008700        0.10903833
         0.93848813        -0.33983808        0.00100352        0.00008700        0.10903833
         0.93810398        -0.34167516        0.00187682        0.00008700        0.10903833
         0.93954075        -0.34094690        0.00161080        0.00008700        0.10903833
         0.94012624        -0.33932930        0.00200000        0.00008800        0.11029164
         0.94071764        -0.33741873        0.00200000        0.00008900        0.11154496
         0.94158511        -0.33561665        0.00200000        0.00009000        0.11279827
         0.94004470        -0.33434106        0.00200000        0.00009100        0.11405159
         0.93937794        -0.33650945        0.00226859        0.00009100        0.11405159
         0.94000161        -0.33443352        0.00216759        0.00009100        0.11405159
         0.94199030        -0.33332209        0.00227819        0.00009100        0.11405159
         0.94147669        -0.33414778        0.00200000        0.00009200        0.11530490
         0.93993209        -0.33287726        0.00200000        0.00009300        0.11655821
         0.93752005        -0.33133250        0.00286430        0.00009300        0.11655821
         0.93967550        -0.33655892        0.00565345        0.00009300        0.11655821
         0.93924479        -0.33473840        0.00187077        0.00009300        0.11655821
         0.93776357        -0.33721865        0.00288888        0.00009300        0.11655821
         0.93912692        -0.33405221        0.00344747        0.00009300        0.11655821
         0.93615909        -0.33532713        0.00323009        0.00009300        0.11655821
         0.93737446        -0.34079017        0.00559660        0.00009300        0.11655821
         0.93487230        -0.34008744        0.00259897        0.00009300        0.11655821
         0.93720243        -0.34472566        0.00519063        0.00009300        0.11655821
         0.93722164        -0.34613443        0.00140890        0.00009300        0.11655821
         0.93767594        -0.34519222        0.00200000        0.00009400        0.11781153
         0.93793995        -0.34320972        0.00200000        0.00009500        0.11906484
         0.93865665        -0.34421995        0.00123864        0.00009500        0.11906484
         0.93699777        -0.34533715        0.00200000        0.00009500        0.11906484
         0.93823827        -0.34596355        0.00138968        0.00009500        0.11906484
         0.93676081        -0.34464150        0.00200000        0.00009600        0.12031816
         0.93766713        -0.34302593        0.00185242        0.00009600        0.12031816
         0.93867029        -0.34421800        0.00155800        0.00009600        0.12031816
         0.93719976        -0.34361832        0.00200000        0.00009700        0.12157147
         0.93786201        -0.34195195        0.00179314        0.00009700        0.12157147
         0.93613386        -0.34218184        0.00174337        0.00009700        0.12157147
         0.93323305        -0.34372959        0.00328790        0.00009700        0.12157147
         0.93321640        -0.33825158        0.00547803        0.00009700        0.12157147
         0.92592004        -0.33931675        0.00737370        0.00009700        0.12157147
         0.92929131        -0.35276484        0.01386422        0.00009700        0.12157147
         0.93479025        -0.35517852        0.00600535        0.00009700        0.12157147
         0.93436559        -0.35323433        0.00200000        0.00009800        0.12282479
         0.93544868        -0.35338722        0.00109383        0.00009800        0.12282479
         0.93516445        -0.35140752        0.00200000        0.00009900        0.12407810
         0.93333842        -0.35222338        0.00200000        0.00010000        0.12533141
         0.93120540        -0.35334933        0.00241195        0.00010000        0.12533141
         0.92984222        -0.34957983        0.00400841        0.00010000        0.12533141
         0.92858213        -0.34308537        0.00661558        0.00010000        0.12533141
         0.93627672        -0.34957281        0.01006448        0.00010000        0.12533141
         0.93742624        -0.34798679        0.00200000        0.00010100        0.12658473
         0.93723115        -0.34606223        0.00200000        0.00010200        0.12783804
