Circle Test @ YYE. Version 1.1.1.. Simulation on 2023- 6- 2   17h19
          X coord          Y coord          Radius          Time          Local Time
         0.93550212        -0.34706745        0.00200000        0.00010300        0.12909136
         0.93375511        -0.34839202        0.00219238        0.00010300        0.12909136
         0.93660978        -0.34660502        0.00336787        0.00010300        0.12909136
         0.93534724        -0.34623946        0.00131440        0.00010300        0.12909136
         0.93774721        -0.34517526        0.00262534        0.00010300        0.12909136
         0.93662295        -0.34682935        0.00200000        0.00010300        0.12909136
         0.93749635        -0.34768713        0.00122418        0.00010300        0.12909136
         0.93643176        -0.34599401        0.00200000        0.00010300        0.12909136
         0.93505820        -0.34500378        0.00169329        0.00010300        0.12909136
         0.93218350        -0.34667425        0.00332481        0.00010300        0.12909136
         0.93284985        -0.35207353        0.00544024        0.00010300        0.12909136
         0.93043655        -0.35042616        0.00292196        0.00010300        0.12909136
         0.92691310        -0.35498438        0.00576126        0.00010300        0.12909136
         0.91971314        -0.35312268        0.00743675        0.00010300        0.12909136
         0.90505054        -0.35092782        0.01482596        0.00010300        0.12909136
         0.88185931        -0.33302796        0.02929571        0.00010300        0.12909136
         0.90239233        -0.27947652        0.05735295        0.00010300        0.12909136
         0.91698150        -0.33283879        0.05532066        0.00010300        0.12909136
         0.92413648        -0.30942640        0.02448130        0.00010300        0.12909136
         0.90611752        -0.29147197        0.02543706        0.00010300        0.12909136
         0.88646409        -0.24750777        0.04815712        0.00010300        0.12909136
         0.90086152        -0.32582665        0.07963123        0.00010300        0.12909136
         0.86044610        -0.31430425        0.04202585        0.00010300        0.12909136
         0.93667442        -0.27914461        0.08394616        0.00010300        0.12909136
         0.91511164        -0.28596390        0.02261539        0.00010300        0.12909136
         0.87466942        -0.27784879        0.04124838        0.00010300        0.12909136
         0.83690078        -0.35092583        0.08226009        0.00010300        0.12909136
         0.76144295        -0.40443109        0.09250242        0.00010300        0.12909136
         0.62459770        -0.42076660        0.13781680        0.00010300        0.12909136
         0.38548196        -0.48225570        0.24689521        0.00010300        0.12909136
         0.64553841        -0.20160782        0.38261284        0.00010300        0.12909136
         0.65833992        -0.52506653        0.32371193        0.00010300        0.12909136
         0.69402148        -0.37123502        0.15791550        0.00010300        0.12909136
         0.77533202        -0.17444269        0.21292869        0.00010300        0.12909136
         0.61539214        -0.04575053        0.20528622        0.00010300        0.12909136
         0.27278233         0.12524144        0.38290957        0.00010300        0.12909136
        -0.32860359        -0.23268587        0.69984068        0.00010300        0.12909136
        -0.01527966         0.27590145        0.59735495        0.00010300        0.12909136
         0.41190421         0.86004233        0.72367578        0.00010300        0.12909136
         0.44997157         0.88658605        0.04640790        0.00010300        0.12909136
         0.44675682         0.89136787        0.00576198        0.00010300        0.12909136
         0.44494725         0.89368519        0.00294015        0.00010300        0.12909136
         0.44328658         0.89346074        0.00167577        0.00010300        0.12909136
         0.44155078         0.89541772        0.00261587        0.00010300        0.12909136
         0.44014637         0.89458774        0.00163133        0.00010300        0.12909136
         0.44029595         0.89758047        0.00299647        0.00010300        0.12909136
         0.43887620         0.89686855        0.00200000        0.00010400        0.13034467
         0.43866160         0.89836158        0.00150837        0.00010400        0.13034467
         0.43956434         0.89657691        0.00200000        0.00010500        0.13159798
         0.43861947         0.89769987        0.00146759        0.00010500        0.13159798
         0.43748782         0.89864330        0.00200000        0.00010600        0.13285130
         0.43549011         0.89873904        0.00200000        0.00010700        0.13410461
         0.43623487         0.89766243        0.00130911        0.00010700        0.13410461
         0.43428972         0.89749252        0.00195256        0.00010700        0.13410461
         0.43173664         0.89897875        0.00295417        0.00010700        0.13410461
         0.43252737         0.89637199        0.00272405        0.00010700        0.13410461
         0.43182261         0.89169494        0.00472985        0.00010700        0.13410461
         0.43898721         0.88584828        0.00924744        0.00010700        0.13410461
         0.43868700         0.87450636        0.01134589        0.00010700        0.13410461
         0.41715934         0.87240368        0.02163010        0.00010700        0.13410461
         0.43638146         0.84559342        0.03298909        0.00010700        0.13410461
         0.48446034         0.85153768        0.04844495        0.00010700        0.13410461
         0.50248181         0.84220017        0.02029686        0.00010700        0.13410461
         0.51720862         0.82973885        0.01929153        0.00010700        0.13410461
         0.52104151         0.85166856        0.02226215        0.00010700        0.13410461
         0.52158297         0.85316296        0.00158947        0.00010700        0.13410461
         0.51961916         0.85314643        0.00200000        0.00010800        0.13535793
         0.51855010         0.85315741        0.00106912        0.00010800        0.13535793
         0.51993552         0.85232663        0.00161542        0.00010800        0.13535793
         0.52065936         0.85089471        0.00160448        0.00010800        0.13535793
         0.52231801         0.85269652        0.00244901        0.00010800        0.13535793
         0.52379577         0.85137755        0.00200000        0.00010900        0.13661124
         0.52349276         0.84940064        0.00200000        0.00011000        0.13786456
         0.52460337         0.84745598        0.00223945        0.00011000        0.13786456
         0.52503642         0.84417411        0.00331031        0.00011000        0.13786456
         0.51929128         0.84296673        0.00587064        0.00011000        0.13786456
         0.51893625         0.83305205        0.00992104        0.00011000        0.13786456
         0.50254722         0.82439167        0.01853652        0.00011000        0.13786456
         0.47092309         0.81058232        0.03450773        0.00011000        0.13786456
         0.48452132         0.87163645        0.06255013        0.00011000        0.13786456
         0.48258922         0.87359092        0.00274827        0.00011000        0.13786456
         0.48157198         0.87528407        0.00197522        0.00011000        0.13786456
         0.48144925         0.87328784        0.00200000        0.00011000        0.13786456
         0.48423422         0.87309879        0.00279138        0.00011000        0.13786456
         0.48486873         0.87162001        0.00160916        0.00011000        0.13786456
         0.48722544         0.87053662        0.00259380        0.00011000        0.13786456
         0.48961578         0.87061235        0.00239154        0.00011000        0.13786456
         0.49050697         0.86987617        0.00115593        0.00011000        0.13786456
         0.48973379         0.87099514        0.00136010        0.00011000        0.13786456
         0.49083570         0.87035913        0.00200000        0.00011100        0.13911787
         0.48927847         0.86910413        0.00200000        0.00011200        0.14037118
         0.48854185         0.87163488        0.00263577        0.00011200        0.14037118
         0.48690824         0.87278871        0.00200000        0.00011200        0.14037118
         0.48553810         0.87329957        0.00200000        0.00011300        0.14162450
         0.48432864         0.87447118        0.00200000        0.00011400        0.14287781
         0.48517360         0.87316879        0.00200000        0.00011500        0.14413113
         0.48556069         0.87214769        0.00109202        0.00011500        0.14413113
         0.48384594         0.87268255        0.00179623        0.00011500        0.14413113
         0.48278443         0.87079969        0.00216147        0.00011500        0.14413113
         0.48409938         0.86668165        0.00432289        0.00011500        0.14413113
         0.49021323         0.86272608        0.00728187        0.00011500        0.14413113
         0.48882200         0.85512514        0.00772721        0.00011500        0.14413113
         0.49886419         0.84395602        0.01501982        0.00011500        0.14413113
         0.49725086         0.82439340        0.01962903        0.00011500        0.14413113
         0.46049457         0.83045291        0.03725242        0.00011500        0.14413113
         0.49198365         0.86982730        0.05041732        0.00011500        0.14413113
         0.49004507         0.86933546        0.00200000        0.00011600        0.14538444
         0.48798712         0.86934035        0.00205796        0.00011600        0.14538444
         0.49009678         0.87156053        0.00306266        0.00011600        0.14538444
         0.48867081         0.87015817        0.00200000        0.00011600        0.14538444
         0.48967776         0.86841300        0.00201483        0.00011600        0.14538444
         0.49144101         0.86593427        0.00304190        0.00011600        0.14538444
         0.48711866         0.86565816        0.00433116        0.00011600        0.14538444
         0.49379134         0.86507495        0.00669812        0.00011600        0.14538444
         0.49140274         0.86817735        0.00391539        0.00011600        0.14538444
         0.49298272         0.86637266        0.00239859        0.00011600        0.14538444
         0.49050284         0.86837653        0.00318831        0.00011600        0.14538444
         0.49009014         0.87101256        0.00266814        0.00011600        0.14538444
         0.48853893         0.87227499        0.00200000        0.00011600        0.14538444
         0.48969438         0.87064253        0.00200000        0.00011600        0.14538444
         0.49050122         0.87137703        0.00109109        0.00011600        0.14538444
         0.48866775         0.87217601        0.00200000        0.00011600        0.14538444
         0.48678654         0.87149700        0.00200000        0.00011600        0.14538444
         0.48622353         0.87317241        0.00176749        0.00011600        0.14538444
         0.48652807         0.87119573        0.00200000        0.00011600        0.14538444
         0.48515908         0.86952944        0.00215654        0.00011600        0.14538444
         0.48841891         0.86675793        0.00427876        0.00011600        0.14538444
         0.48419373         0.86389845        0.00510184        0.00011600        0.14538444
         0.47658796         0.86986148        0.00966465        0.00011600        0.14538444
         0.48055988         0.86276141        0.00813555        0.00011600        0.14538444
         0.49048463         0.85527826        0.01242972        0.00011600        0.14538444
         0.49525494         0.84205138        0.01406081        0.00011600        0.14538444
         0.48310740         0.86170284        0.02310288        0.00011600        0.14538444
         0.49486664         0.86460081        0.01211106        0.00011600        0.14538444
         0.49833822         0.86307171        0.00379342        0.00011600        0.14538444
         0.49542825         0.86133492        0.00338886        0.00011600        0.14538444
         0.48908233         0.86143094        0.00634664        0.00011600        0.14538444
         0.48601752         0.87032986        0.00941189        0.00011600        0.14538444
         0.48870448         0.86866401        0.00316145        0.00011600        0.14538444
         0.48557656         0.86760967        0.00330083        0.00011600        0.14538444
         0.47982559         0.86761378        0.00575097        0.00011600        0.14538444
         0.48620141         0.86192713        0.00854336        0.00011600        0.14538444
         0.47592060         0.86036396        0.01039898        0.00011600        0.14538444
         0.48995610         0.86955568        0.01677746        0.00011600        0.14538444
         0.48805623         0.86936130        0.00190979        0.00011600        0.14538444
         0.48681537         0.87210424        0.00301055        0.00011600        0.14538444
         0.48567839         0.87255545        0.00122324        0.00011600        0.14538444
         0.48699831         0.87214356        0.00138270        0.00011600        0.14538444
         0.48686579         0.87105184        0.00109973        0.00011600        0.14538444
         0.48830540         0.87260460        0.00211744        0.00011600        0.14538444
         0.48640681         0.87230133        0.00200000        0.00011700        0.14663775
         0.48577972         0.87121980        0.00125018        0.00011700        0.14663775
         0.48515698         0.86879842        0.00250019        0.00011700        0.14663775
         0.48432177         0.87364508        0.00491810        0.00011700        0.14663775
         0.48369701         0.87453697        0.00108894        0.00011700        0.14663775
         0.48378487         0.87253890        0.00200000        0.00011800        0.14789107
         0.48272979         0.87047638        0.00231672        0.00011800        0.14789107
         0.47985121         0.87410549        0.00463214        0.00011800        0.14789107
         0.47706589         0.87468637        0.00284525        0.00011800        0.14789107
         0.47437349         0.87218844        0.00367269        0.00011800        0.14789107
         0.48124084         0.87018311        0.00715415        0.00011800        0.14789107
         0.48678642         0.86933511        0.00561005        0.00011800        0.14789107
         0.48385889         0.86714784        0.00365440        0.00011800        0.14789107
         0.48902632         0.86243759        0.00699205        0.00011800        0.14789107
         0.49045406         0.87088174        0.00856400        0.00011800        0.14789107
         0.48965724         0.86904733        0.00200000        0.00011800        0.14789107
         0.48964943         0.87154670        0.00249939        0.00011800        0.14789107
         0.48818437         0.87018523        0.00200000        0.00011800        0.14789107
         0.48603525         0.87077785        0.00222933        0.00011800        0.14789107
         0.48612255         0.87353812        0.00276165        0.00011800        0.14789107
         0.48632125         0.87154801        0.00200000        0.00011800        0.14789107
         0.48826188         0.87173645        0.00194975        0.00011800        0.14789107
         0.49021604         0.87155083        0.00200000        0.00011900        0.14914438
         0.48847173         0.87057238        0.00200000        0.00012000        0.15039770
         0.49000323         0.86972338        0.00175108        0.00012000        0.15039770
         0.49169953         0.87011337        0.00174056        0.00012000        0.15039770
         0.49081524         0.86971602        0.00200000        0.00012100        0.15165101
         0.49007121         0.86859179        0.00134814        0.00012100        0.15165101
         0.49052420         0.87124630        0.00269289        0.00012100        0.15165101
         0.48883481         0.87231678        0.00200000        0.00012200        0.15290432
         0.48999601         0.87068841        0.00200000        0.00012300        0.15415764
         0.49181582         0.86985877        0.00200000        0.00012400        0.15541095
         0.49195072         0.86922033        0.00200000        0.00012500        0.15666427
         0.49086495         0.86977885        0.00122100        0.00012500        0.15666427
         0.49178952         0.87064803        0.00126899        0.00012500        0.15666427
         0.49345063         0.86955470        0.00200000        0.00012600        0.15791758
         0.49517757         0.86854591        0.00200000        0.00012700        0.15917090
         0.49344355         0.86845820        0.00200000        0.00012800        0.16042421
         0.49459105         0.86847105        0.00114757        0.00012800        0.16042421
         0.49643185         0.86792026        0.00200000        0.00012900        0.16167752
         0.49758166         0.86643294        0.00200000        0.00013000        0.16293084
         0.49580951         0.86736004        0.00200000        0.00013100        0.16418415
         0.49558091         0.86734014        0.00200000        0.00013200        0.16543747
         0.49529098         0.86836064        0.00106089        0.00013200        0.16543747
         0.49415284         0.86754038        0.00200000        0.00013300        0.16669078
         0.49572679         0.86728455        0.00159461        0.00013300        0.16669078
         0.49665727         0.86774182        0.00103677        0.00013300        0.16669078
         0.49497829         0.86730710        0.00200000        0.00013400        0.16794409
 Local Time Threshold =  0.16736078318835451     


 #               3
         0.90000000         0.00000000        0.00200000        0.00000000        0.00000000
         0.96887733        -0.07249768        0.10000000        0.00000000        0.00000000
         0.94305813        -0.08436059        0.02841408        0.00000000        0.00000000
         0.99128343        -0.06195464        0.05317618        0.00000000        0.00000000
         0.98862293        -0.06819344        0.00678240        0.00000000        0.00000000
         0.99731848        -0.06576631        0.00902793        0.00000000        0.00000000
         0.99537628        -0.06528898        0.00200000        0.00000000        0.00000000
         0.99647871        -0.06751583        0.00248480        0.00000000        0.00000000
         0.99664562        -0.06629048        0.00123667        0.00000000        0.00000000
         0.99779286        -0.06639727        0.00115221        0.00000000        0.00000000
         0.99730545        -0.06833611        0.00200000        0.00000100        0.00125331
         0.99548995        -0.06917513        0.00200000        0.00000200        0.00250663
         0.99555007        -0.07128378        0.00210951        0.00000200        0.00250663
         0.99655149        -0.07289980        0.00190115        0.00000200        0.00250663
         0.99582080        -0.07103806        0.00200000        0.00000200        0.00250663
         0.99549832        -0.06942128        0.00164862        0.00000200        0.00250663
         0.99738705        -0.07030219        0.00208406        0.00000200        0.00250663
         0.99684844        -0.06849620        0.00200000        0.00000300        0.00375994
         0.99484878        -0.06845940        0.00200000        0.00000400        0.00501326
         0.99205152        -0.06837561        0.00279852        0.00000400        0.00501326
         0.99026187        -0.07367659        0.00559493        0.00000400        0.00501326
         0.98729631        -0.08001859        0.00700110        0.00000400        0.00501326
         0.98628086        -0.07060690        0.00946632        0.00000400        0.00501326
         0.98836720        -0.05960799        0.01119503        0.00000400        0.00501326
         0.99481937        -0.05218267        0.00983697        0.00000400        0.00501326
         0.99324383        -0.04871045        0.00381296        0.00000400        0.00501326
         0.99735428        -0.04496275        0.00556246        0.00000400        0.00501326
         0.99898657        -0.04500052        0.00163273        0.00000400        0.00501326
         0.99880455        -0.04699200        0.00200000        0.00000500        0.00626657
         0.99687986        -0.04644835        0.00200000        0.00000600        0.00751988
         0.99727926        -0.04844746        0.00203862        0.00000600        0.00751988
         0.99654192        -0.04980477        0.00154466        0.00000600        0.00751988
         0.99869044        -0.04926908        0.00221430        0.00000600        0.00751988
         0.99729536        -0.05070218        0.00200000        0.00000600        0.00751988
         0.99839477        -0.04980879        0.00141663        0.00000600        0.00751988
         0.99826245        -0.05165131        0.00200000        0.00000700        0.00877320
         0.99853044        -0.05362063        0.00200000        0.00000800        0.01002651
         0.99840549        -0.05561519        0.00200000        0.00000900        0.01127983
         0.99664874        -0.05486157        0.00200000        0.00001000        0.01253314
         0.99530977        -0.05359595        0.00184245        0.00001000        0.01253314
         0.99687218        -0.05644374        0.00324824        0.00001000        0.01253314
         0.99707228        -0.05796176        0.00153115        0.00001000        0.01253314
         0.99829082        -0.05770926        0.00124443        0.00001000        0.01253314
         0.99789267        -0.05574929        0.00200000        0.00001100        0.01378646
         0.99712567        -0.05652511        0.00200000        0.00001200        0.01503977
         0.99803583        -0.05741581        0.00127347        0.00001200        0.01503977
         0.99614225        -0.05677210        0.00200000        0.00001300        0.01629308
 Local Time Threshold =   1.5377595699900737E-002


 #               4
         0.90000000         0.00000000        0.00200000        0.00000000        0.00000000
         0.87289353         0.09625611        0.10000000        0.00000000        0.00000000
         0.75388768         0.07024502        0.12181531        0.00000000        0.00000000
         0.90393957        -0.12069736        0.24284678        0.00000000        0.00000000
         0.99117321        -0.10882344        0.08803805        0.00000000        0.00000000
         0.98989401        -0.10625352        0.00287068        0.00000000        0.00000000
         0.98557573        -0.10719533        0.00441979        0.00000000        0.00000000
         0.99393885        -0.10514032        0.00861190        0.00000000        0.00000000
         0.99318361        -0.10328840        0.00200000        0.00000000        0.00000000
         0.99249398        -0.10200156        0.00145998        0.00000000        0.00000000
         0.99038094        -0.10114970        0.00227829        0.00000000        0.00000000
         0.98694552        -0.09829429        0.00446715        0.00000000        0.00000000
         0.98191952        -0.09185091        0.00817177        0.00000000        0.00000000
         0.97792296        -0.07864870        0.01379387        0.00000000        0.00000000
         0.99029610        -0.06433601        0.01891951        0.00000000        0.00000000
         0.98268166        -0.06416951        0.00761626        0.00000000        0.00000000
         0.97154175        -0.07454813        0.01522542        0.00000000        0.00000000
         0.96466318        -0.09920914        0.02560235        0.00000000        0.00000000
         0.94009529        -0.08156245        0.03024874        0.00000000        0.00000000
         0.99619670        -0.07603375        0.05637317        0.00000000        0.00000000
         0.99628782        -0.07514340        0.00200000        0.00000100        0.00125331
         0.99431682        -0.07480407        0.00200000        0.00000200        0.00250663
         0.99372885        -0.07761661        0.00287334        0.00000200        0.00250663
         0.99430871        -0.08080895        0.00324458        0.00000200        0.00250663
         0.99544361        -0.07867953        0.00241297        0.00000200        0.00250663
         0.99538927        -0.07722872        0.00145183        0.00000200        0.00250663
         0.99544794        -0.07884693        0.00161927        0.00000200        0.00250663
         0.99462766        -0.07767033        0.00143431        0.00000200        0.00250663
         0.99682266        -0.07849362        0.00234432        0.00000200        0.00250663
         0.99490725        -0.07791811        0.00200000        0.00000200        0.00250663
         0.99504718        -0.07995958        0.00204626        0.00000200        0.00250663
         0.99658448        -0.08078590        0.00174531        0.00000200        0.00250663
         0.99581453        -0.08250314        0.00200000        0.00000300        0.00375994
         0.99515246        -0.08061590        0.00200000        0.00000400        0.00501326
         0.99534242        -0.07903971        0.00158759        0.00000400        0.00501326
         0.99393799        -0.07963212        0.00152426        0.00000400        0.00501326
         0.99399617        -0.07675557        0.00287714        0.00000400        0.00501326
         0.99106476        -0.07757851        0.00304473        0.00000400        0.00501326
         0.99688803        -0.07660835        0.00590353        0.00000400        0.00501326
         0.99709435        -0.07463948        0.00200000        0.00000500        0.00626657
         0.99578534        -0.07338239        0.00200000        0.00000600        0.00751988
         0.99722365        -0.07290827        0.00151443        0.00000600        0.00751988
         0.99596393        -0.07446169        0.00200000        0.00000700        0.00877320
         0.99709769        -0.07392019        0.00125644        0.00000700        0.00877320
         0.99587446        -0.07520163        0.00200000        0.00000800        0.01002651
         0.99630811        -0.07398647        0.00129022        0.00000800        0.01002651
         0.99669453        -0.07202416        0.00200000        0.00000900        0.01127983
         0.99654996        -0.07002939        0.00200000        0.00001000        0.01253314
         0.99755530        -0.06830043        0.00200000        0.00001100        0.01378646
         0.99577341        -0.06829321        0.00200000        0.00001200        0.01503977
         0.99743546        -0.06739874        0.00188746        0.00001200        0.01503977
         0.99733143        -0.06939603        0.00200000        0.00001300        0.01629308
         0.99727833        -0.07139533        0.00200000        0.00001400        0.01754640
         0.99671001        -0.07320163        0.00200000        0.00001500        0.01879971
         0.99541572        -0.07472637        0.00200000        0.00001600        0.02005303
         0.99574280        -0.07297327        0.00178335        0.00001600        0.02005303
         0.99625506        -0.07147138        0.00158685        0.00001600        0.02005303
         0.99536030        -0.07224764        0.00118455        0.00001600        0.02005303
         0.99497938        -0.07423254        0.00202112        0.00001600        0.02005303
         0.99700931        -0.07521533        0.00225532        0.00001600        0.02005303
         0.99585075        -0.07358507        0.00200000        0.00001600        0.02005303
         0.99511522        -0.07235374        0.00143429        0.00001600        0.02005303
         0.99481605        -0.07459169        0.00225786        0.00001600        0.02005303
         0.99701720        -0.07552646        0.00239141        0.00001600        0.02005303
         0.99524419        -0.07645190        0.00200000        0.00001600        0.02005303
         0.99349788        -0.07592624        0.00182371        0.00001600        0.02005303
         0.99509601        -0.07915774        0.00360508        0.00001600        0.02005303
         0.99491471        -0.07740656        0.00176054        0.00001600        0.02005303
         0.99561788        -0.07936264        0.00207863        0.00001600        0.02005303
         0.99475733        -0.07849214        0.00122405        0.00001600        0.02005303
         0.99381226        -0.08042411        0.00215073        0.00001600        0.02005303
         0.99601096        -0.08237419        0.00293889        0.00001600        0.02005303
         0.99523515        -0.08053079        0.00200000        0.00001600        0.02005303
         0.99572242        -0.08196217        0.00151204        0.00001600        0.02005303
         0.99382705        -0.08132376        0.00200000        0.00001600        0.02005303
         0.99469125        -0.07860670        0.00285119        0.00001600        0.02005303
         0.99664033        -0.07964330        0.00220759        0.00001600        0.02005303
         0.99500520        -0.07973429        0.00200000        0.00001700        0.02130634
         0.99667357        -0.08042363        0.00180518        0.00001700        0.02130634
         0.99536891        -0.08178321        0.00200000        0.00001800        0.02255965
         0.99516106        -0.08304311        0.00127693        0.00001800        0.02255965
         0.99517490        -0.08166307        0.00138011        0.00001800        0.02255965
         0.99552498        -0.08310121        0.00148013        0.00001800        0.02255965
         0.99480745        -0.08238668        0.00101262        0.00001800        0.02255965
         0.99603700        -0.08368328        0.00178689        0.00001800        0.02255965
         0.99538650        -0.08250216        0.00200000        0.00001900        0.02381297
         0.99657520        -0.08233588        0.00120027        0.00001900        0.02381297
         0.99613400        -0.08427673        0.00200000        0.00002000        0.02506628
         0.99541120        -0.08284056        0.00200000        0.00002100        0.02631960
         0.99444826        -0.08346494        0.00114765        0.00002100        0.02631960
         0.99239331        -0.08343070        0.00205524        0.00002100        0.02631960
         0.99441270        -0.07985578        0.00410585        0.00002100        0.02631960
         0.99665516        -0.07904051        0.00238606        0.00002100        0.02631960
         0.99584487        -0.08086901        0.00200000        0.00002200        0.02757291
         0.99446560        -0.08231733        0.00200000        0.00002300        0.02882623
         0.99277387        -0.08101773        0.00213329        0.00002300        0.02882623
         0.99012403        -0.08391432        0.00392579        0.00002300        0.02882623
         0.98875878        -0.09009166        0.00632641        0.00002300        0.02882623
         0.99331865        -0.09559284        0.00714532        0.00002300        0.02882623
         0.99244110        -0.09749213        0.00209222        0.00002300        0.02882623
         0.99111947        -0.09993997        0.00278184        0.00002300        0.02882623
         0.98741618        -0.09887083        0.00385453        0.00002300        0.02882623
         0.98153612        -0.10375843        0.00764615        0.00002300        0.02882623
         0.99019117        -0.11345166        0.01299495        0.00002300        0.02882623
         0.99186845        -0.11632913        0.00333063        0.00002300        0.02882623
         0.99220149        -0.11503825        0.00133314        0.00002300        0.02882623
         0.99235275        -0.11389636        0.00115187        0.00002300        0.02882623
         0.99205514        -0.11280370        0.00113246        0.00002300        0.02882623
         0.99230279        -0.11433598        0.00155216        0.00002300        0.02882623
         0.99303216        -0.11347045        0.00113186        0.00002300        0.02882623
         0.99238376        -0.11536242        0.00200000        0.00002300        0.02882623
         0.99038571        -0.11527408        0.00200000        0.00002300        0.02882623
         0.98787674        -0.11678406        0.00292831        0.00002300        0.02882623
         0.98520022        -0.12129389        0.00524426        0.00002300        0.02882623
         0.97932815        -0.12573312        0.00736125        0.00002300        0.02882623
         0.96715591        -0.12235021        0.01263358        0.00002300        0.02882623
         0.98054011        -0.10107408        0.02513584        0.00002300        0.02882623
         0.99212748        -0.10939291        0.01426430        0.00002300        0.02882623
         0.99391241        -0.10887033        0.00185985        0.00002300        0.02882623
         0.99229915        -0.10768821        0.00200000        0.00002300        0.02882623
         0.99411349        -0.10815960        0.00187458        0.00002300        0.02882623
         0.99220063        -0.10859549        0.00200000        0.00002400        0.03007954
         0.99407322        -0.10851727        0.00187422        0.00002400        0.03007954
         0.99207544        -0.10861152        0.00200000        0.00002500        0.03133285
         0.99227565        -0.10662466        0.00199692        0.00002500        0.03133285
         0.99405141        -0.10757089        0.00201213        0.00002500        0.03133285
         0.99208367        -0.10792867        0.00200000        0.00002500        0.03133285
         0.99015599        -0.10866305        0.00206282        0.00002500        0.03133285
         0.98790863        -0.10547650        0.00389933        0.00002500        0.03133285
         0.99202179        -0.11047933        0.00647660        0.00002500        0.03133285
         0.99379424        -0.10996614        0.00184525        0.00002500        0.03133285
         0.99227440        -0.11086976        0.00200000        0.00002600        0.03258617
         0.99200701        -0.11239745        0.00155091        0.00002600        0.03258617
         0.99313622        -0.11359477        0.00164581        0.00002600        0.03258617
         0.99230262        -0.11541277        0.00200000        0.00002700        0.03383948
         0.99194380        -0.11635497        0.00100821        0.00002700        0.03383948
         0.99205832        -0.11510491        0.00125529        0.00002700        0.03383948
         0.99326302        -0.11465377        0.00128640        0.00002700        0.03383948
         0.99311192        -0.11664805        0.00200000        0.00002700        0.03383948
         0.99181993        -0.11524854        0.00200000        0.00002800        0.03509280
         0.99036671        -0.11564615        0.00150663        0.00002800        0.03509280
         0.99049933        -0.11274509        0.00290409        0.00002800        0.03509280
         0.99179533        -0.10992390        0.00310463        0.00002800        0.03509280
         0.98968491        -0.10962381        0.00213165        0.00002800        0.03509280
         0.98643048        -0.11237622        0.00426229        0.00002800        0.03509280
         0.99191684        -0.10773049        0.00718909        0.00002800        0.03509280
         0.99020542        -0.10626968        0.00225009        0.00002800        0.03509280
         0.98670627        -0.10842262        0.00410843        0.00002800        0.03509280
         0.99300169        -0.11222512        0.00735468        0.00002800        0.03509280
         0.99289192        -0.11100499        0.00200000        0.00002900        0.03634611
         0.99302395        -0.11015783        0.00200000        0.00003000        0.03759942
         0.99129363        -0.11116083        0.00200000        0.00003100        0.03885274
         0.99023229        -0.10890480        0.00249321        0.00003100        0.03885274
         0.98842602        -0.10556485        0.00379709        0.00003100        0.03885274
         0.98994158        -0.09980826        0.00595275        0.00003100        0.03885274
         0.98656034        -0.10354533        0.00503969        0.00003100        0.03885274
         0.99044984        -0.11055983        0.00802069        0.00003100        0.03885274
         0.99289920        -0.10820377        0.00339859        0.00003100        0.03885274
         0.99167806        -0.10815051        0.00122230        0.00003100        0.03885274
         0.98923713        -0.10822358        0.00244203        0.00003100        0.03885274
         0.98464881        -0.10661962        0.00486059        0.00003100        0.03885274
         0.98799081        -0.11561435        0.00959552        0.00003100        0.03885274
         0.98414638        -0.11921548        0.00526762        0.00003100        0.03885274
         0.98227083        -0.12766920        0.00865927        0.00003100        0.03885274
         0.98921386        -0.12123332        0.00946711        0.00003100        0.03885274
         0.98601691        -0.12234568        0.00338494        0.00003100        0.03885274
         0.98297710        -0.12800236        0.00642172        0.00003100        0.03885274
         0.98224580        -0.13669541        0.00872376        0.00003100        0.03885274
         0.98806920        -0.13079787        0.00828812        0.00003100        0.03885274
         0.98814548        -0.13410806        0.00331107        0.00003100        0.03885274
         0.99077742        -0.13316536        0.00279568        0.00003100        0.03885274
         0.98991897        -0.13190472        0.00200000        0.00003200        0.04010605
         0.98938975        -0.13312673        0.00133168        0.00003200        0.04010605
         0.98870514        -0.13157720        0.00169403        0.00003200        0.04010605
         0.99025023        -0.12951337        0.00257812        0.00003200        0.04010605
         0.99145436        -0.12898178        0.00131625        0.00003200        0.04010605
         0.99122914        -0.12699450        0.00200000        0.00003300        0.04135937
         0.99178222        -0.12507249        0.00200000        0.00003400        0.04261268
         0.99044613        -0.12656073        0.00200000        0.00003500        0.04386599
         0.98917531        -0.12735864        0.00150055        0.00003500        0.04386599
         0.99057500        -0.12962005        0.00265952        0.00003500        0.04386599
         0.98858608        -0.12983026        0.00200000        0.00003500        0.04386599
         0.98592865        -0.12860783        0.00292511        0.00003500        0.04386599
         0.98831483        -0.13380493        0.00571872        0.00003500        0.04386599
         0.98683827        -0.13602779        0.00266858        0.00003500        0.04386599
         0.99033287        -0.13759680        0.00383067        0.00003500        0.04386599
         0.98946642        -0.13601955        0.00200000        0.00003600        0.04511931
         0.98985512        -0.13485448        0.00122820        0.00003600        0.04511931
         0.99056858        -0.13555668        0.00100106        0.00003600        0.04511931
         0.98974358        -0.13737860        0.00200000        0.00003700        0.04637262
         0.99028141        -0.13545227        0.00200000        0.00003800        0.04762594
         0.98964737        -0.13441563        0.00200000        0.00003900        0.04887925
         0.98882378        -0.13345406        0.00126606        0.00003900        0.04887925
