Circle Test @ YYE. Version 1.0.0.. Simulation on 2023- 6- 1   18h36
 r0, θ0 =   0.10000000000000001        0.0000000000000000     
       1          1.8857E-02
       2          1.8810E-02
       3          1.8718E-02
       4          1.8586E-02
       5          1.8419E-02
       6          1.8224E-02
       7          1.8009E-02
       8          1.7780E-02
       9          1.7546E-02
      10          1.7313E-02
      11          1.7086E-02
      12          1.6870E-02
      13          1.6667E-02
      14          1.6481E-02
      15          1.6312E-02
      16          1.6160E-02
      17          1.6026E-02
      18          1.5908E-02
      19          1.5806E-02
      20          1.5719E-02
      21          1.5645E-02
      22          1.5583E-02
      23          1.5532E-02
      24          1.5490E-02
      25          1.5456E-02
      26          1.5429E-02
      27          1.5409E-02
      28          1.5394E-02
      29          1.5384E-02
      30          1.5380E-02
      31          1.5380E-02
      32          1.5384E-02
      33          1.5394E-02
      34          1.5409E-02
      35          1.5429E-02
      36          1.5456E-02
      37          1.5490E-02
      38          1.5532E-02
      39          1.5583E-02
      40          1.5645E-02
      41          1.5719E-02
      42          1.5806E-02
      43          1.5908E-02
      44          1.6026E-02
      45          1.6160E-02
      46          1.6312E-02
      47          1.6481E-02
      48          1.6667E-02
      49          1.6870E-02
      50          1.7086E-02
      51          1.7313E-02
      52          1.7546E-02
      53          1.7780E-02
      54          1.8009E-02
      55          1.8224E-02
      56          1.8419E-02
      57          1.8586E-02
      58          1.8718E-02
      59          1.8810E-02
      60          1.8857E-02
