PSD @ YYE. Simulation done on 2023- 4-26   15h56
  -500.00000000000000       -288.67513459481290     
  -166.66666666666669       -288.67513459481290     
  -5.6843418860808015E-014  -577.35026918962581     
   166.66666666666669       -288.67513459481290     
   500.00000000000000       -288.67513459481290     
   333.33333333333337        5.6843418860808015E-014
   500.00000000000028        288.67513459481285     
   166.66666666666683        288.67513459481296     
   2.2737367544323206E-013   577.35026918962592     
  -166.66666666666652        288.67513459481296     
  -499.99999999999994        288.67513459481313     
  -333.33333333333326        5.6843418860808015E-014
  -500.00000000000000       -288.67513459481290     
