PSD @ YYE. Simulation done on 2023- 5- 2   23h51
           1 ,   7.8999999999999996E-005 ,
           2 ,   2.0900000000000001E-004 ,
           3 ,   3.2899999999999997E-004 ,
           4 ,   1.4530000000000001E-003 ,
           5 ,   3.4650000000000002E-003 ,
           6 ,   9.5399999999999999E-004 ,
           7 ,   5.6300000000000002E-004 ,
           8 ,   2.3300000000000000E-004 ,
           9 ,   2.1599999999999999E-004 ,
          10 ,   6.2500000000000001E-004 ,
          11 ,   1.1670000000000001E-003 ,
          12 ,   7.1929999999999997E-003 ,
          13 ,   9.7570000000000000E-003 ,
          14 ,   6.1279999999999998E-003 ,
          15 ,   6.7660000000000003E-003 ,
          16 ,   1.6278999999999998E-002 ,
          17 ,   3.1756000000000000E-002 ,
          18 ,   1.3788999999999999E-002 ,
          19 ,   1.2678000000000000E-002 ,
          20 ,   1.9857000000000000E-002 ,
          21 ,   1.4330000000000001E-002 ,
          22 ,   2.4130000000000002E-003 ,
          23 ,   1.3420000000000001E-003 ,
          24 ,   4.4499999999999997E-004 ,
          25 ,   4.7800000000000002E-004 ,
          26 ,   1.1910000000000000E-003 ,
          27 ,   1.9780000000000002E-003 ,
          28 ,   6.9660000000000000E-003 ,
          29 ,   2.8340000000000001E-003 ,
          30 ,   6.4999999999999997E-004 ,
          31 ,   3.8699999999999997E-004 ,
          32 ,   1.6400000000000000E-004 ,
          33 ,   1.5799999999999999E-004 ,
          34 ,   3.7800000000000003E-004 ,
          35 ,   6.8199999999999999E-004 ,
          36 ,   2.9970000000000001E-003 ,
          37 ,   6.9690000000000004E-003 ,
          38 ,   1.9150000000000000E-003 ,
          39 ,   1.1760000000000000E-003 ,
          40 ,   5.0699999999999996E-004 ,
          41 ,   4.6700000000000002E-004 ,
          42 ,   1.2960000000000001E-003 ,
          43 ,   2.3900000000000002E-003 ,
          44 ,   1.4326000000000000E-002 ,
          45 ,   1.9782999999999999E-002 ,
          46 ,   1.2448000000000001E-002 ,
          47 ,   1.3917000000000001E-002 ,
          48 ,   3.2092000000000002E-002 ,
          49 ,   1.6138000000000000E-002 ,
          50 ,   6.7669999999999996E-003 ,
          51 ,   6.1250000000000002E-003 ,
          52 ,   9.6839999999999999E-003 ,
          53 ,   6.9420000000000003E-003 ,
          54 ,   1.2080000000000001E-003 ,
          55 ,   6.6699999999999995E-004 ,
          56 ,   2.1800000000000001E-004 ,
          57 ,   2.4000000000000001E-004 ,
          58 ,   6.1100000000000000E-004 ,
          59 ,   9.2900000000000003E-004 ,
          60 ,   3.5119999999999999E-003 ,
          61 ,   1.4690000000000000E-003 ,
          62 ,   3.2200000000000002E-004 ,
          63 ,   2.0400000000000000E-004 ,
          64 ,   6.4999999999999994E-005 ,
          65 ,   6.9999999999999994E-005 ,
          66 ,   2.0699999999999999E-004 ,
          67 ,   3.1000000000000000E-004 ,
