PSD @ YYE. Simulation done on 2023- 4-19   22h14
           1   1.0000000000000004     
           2   6.9043103979999944E-003
           3   7.3587269069446017E-005
           4   9.3428660343381184E-007
           5   1.2927147509769444E-008
           6   1.8711569623571687E-010
           7   2.7770788090779080E-012
           8   4.1827805768298249E-014
           9   6.3578535165659229E-016
          10   9.7211907779320823E-018
