PSD @ YYE. Simulation done on 2023- 4-19   22h14
 #               1
   0.0000000000000000        0.0000000000000000     
   252.66086660068231       -217.42492405357601     
   181.46000492181514       -220.07630074454443     
   219.09942078233436       -277.47896109286376     
   238.11226474971625       -278.42456657242565     
   235.72540466882032       -268.11505980579489     
   256.80147173500552       -266.19942198355824     
   277.55054006183059       -256.79541048947669     
   300.82677273713614       -278.57920725398475     
   323.64495539107804       -288.81539613641320     
   313.06316850261777       -250.56640690223739     
   289.44528795696749       -204.31135697811675     
   272.77985121654388       -287.83165981396496     
   273.32270897425900       -287.18609404596378     
   271.90952984569958       -286.71687500679241     
   273.82027528936050       -287.14563188849024     
   273.21468259391548       -288.55013750110703     
   273.10530579891531       -288.48963138447073     
   273.22849250924128       -288.62832700605384     
   273.22528752232068       -288.58162927137346     
   273.14169176973400       -288.53973660302950     
   273.02926475747364       -288.61518713711104     
   272.96977649741433       -288.62259285112344     
   272.91725803068073       -288.62415665478159     
   272.89098373330285       -288.58047128346425     
   272.97921924695112       -288.54618372527295     
   272.88063514528943       -288.46306031307961     
   272.66866431520231       -288.45643700840009     
   272.87048273723565       -288.37218762365006     
   272.94329161045340       -288.07812005434414     
   272.74294457928744       -287.51572568325378     
   273.87143149853716       -287.24974392206519     
   272.78402525782468       -288.17131119449613     
   273.25066526066706       -287.98135033943902     
   273.71167836487803       -287.46288769782399     
 #               2
   0.0000000000000000        0.0000000000000000     
   130.73601757509357        306.62551234317715     
   141.13270997465597        287.07654405822643     
   154.06930958678817        305.98739259466902     
   157.92264687810240        304.64990647619152     
   159.22850205329240        309.33975443789421     
 #               3
   0.0000000000000000        0.0000000000000000     
   331.25824903891441       -37.136014255485669     
   350.44941281922371       -30.321630064173725     
 #               4
   0.0000000000000000        0.0000000000000000     
   214.55118237883406       -255.10566683426566     
   213.54446216049072       -219.84147148351639     
   177.88837010332469       -160.14593728257981     
   240.08146964414385       -272.62603743915287     
   251.63012129634151       -283.79012284310852     
   256.18517898639470       -285.55499939816190     
   255.27775338345248       -281.25219435882781     
   247.53823037350023       -281.21014195105323     
   248.61217960287726       -288.59747896949949     
   248.68729096206698       -288.57776400402935     
   248.59057164069694       -288.56652101406877     
 #               5
   0.0000000000000000        0.0000000000000000     
  -124.71487525692973        309.12345592135114     
  -133.51858992943284        333.75662240658176     
  -139.29938452367159        315.58544435975028     
  -142.09394499435399        305.72832063434834     
  -138.85570229532092        293.39225525285377     
  -134.39207728484530        315.39179522581725     
  -133.92838376228721        300.63623915447232     
  -154.28276656597350        291.35243408608142     
  -145.34475243475558        294.21795253168744     
  -154.04607368164972        307.64524444705904     
  -153.13960029072490        309.89859292727567     
 #               6
   0.0000000000000000        0.0000000000000000     
  -191.45719820542769       -272.86489764430792     
  -193.62362341537710       -257.20379314172544     
  -214.59589515562141       -280.66885548790668     
  -201.45222693197505       -277.50905717320035     
  -212.15281263862863       -280.69947258815915     
  -200.66729055417321       -278.94407841986117     
  -208.56875713299161       -284.62389181326438     
  -212.41087824138603       -289.65573226515721     
  -214.92061634811944       -296.24424085467746     
  -213.69883185439784       -302.04658003389551     
  -217.71299514637550       -304.39387475442805     
  -217.11811449470440       -310.26766842668690     
  -217.79080626534099       -309.79708304154593     
 #               7
   0.0000000000000000        0.0000000000000000     
  -317.47892175997771       -101.57876426317186     
  -255.46142357558739       -119.37264784810154     
  -157.95957344542234       -37.232567457203373     
   9.6640106192012354        26.364239082181257     
   315.36569520615797        28.186312432626615     
   341.87091896761763        14.537201480765658     
   340.25691694507009        18.027630843717361     
   335.88134074878781        13.393388767758488     
   340.39295112116827        13.103466521023625     
   339.07012887320536        11.086811916936918     
   339.63742194520086        10.930450987492963     
   339.61422231548022        11.168100621201400     
   339.54333936840447        11.639227112530786     
   339.51654649393657        12.586403702879277     
   337.78847851829107        13.363443352747197     
   334.69372444223359        12.648366425003012     
   337.53989511471798        16.935689905101970     
   341.55823097882666        11.767809399175409     
   340.59921074910420        12.256023133733430     
   342.16336044106595        12.230897437684410     
   341.95183139258006        13.755519188155580     
   342.68620203514047        16.730054695799875     
   347.46040890460785        17.912650399961201     
   347.45777373913592        17.720056649520803     
 #               8
   0.0000000000000000        0.0000000000000000     
   190.85996811177023        273.28297364359366     
   200.39292561756844        261.18795812903738     
   215.15141459734789        284.37700453233771     
   222.85598098427550        275.09490355352580     
   207.88985947032307        291.83714096406425     
   208.41790627365916        289.86220133899155     
