PSD @ YYE. Simulation done on 2023- 5- 2   17h57
  -327.68384192950310        140.79180246402223     
  -274.40375739116047        194.58293786552889     
  -264.24343787279196        100.61166538758712     
  -152.60224439124238        72.123531968539623     
  -369.93577308013573        88.019151968196439     
  -357.42033729942727        84.430499629551832     
  -340.40024037536722        97.328748253405138     
  -365.14085461093066        132.37678464293174     
  -407.71166674263480        140.03468092650846     
  -363.93914707969526        146.17397790805791     
  -388.46620410784908        96.016137025208792     
  -388.67021363230924        95.852382221504641     
 #           12
   0.0000000000000000        0.0000000000000000     
  -17.975987621275539       -288.11490277730007     
  -61.537200076621389       -166.63927246941660     
  -10.004101875220485       -319.24758213819234     
  -120.59211469921745       -271.67184753509412     
  -77.178241939838202       -293.07564300202444     
  -145.93269513239147       -325.86940866063327     
  -141.46069647947596       -325.63252545454725     
  -133.30908445111706       -326.78509743824986     
  -123.50287581036720       -339.45224705902211     
  -134.51983230453686       -329.70551925025251     
  -123.24749420384225       -341.45191281694611     
  -116.42359408029994       -330.33809737617025     
  -90.375805457837600       -331.59518562123952     
  -93.925406101583107       -376.06353892898062     
  -77.611796400485318       -386.42214940842285     
  -80.528594512046368       -353.01537214118849     
  -19.679232121768010       -396.72811307005935     
   13.772814123863796       -482.63881735649778     
   25.943527535512182       -519.06817794341066     
   15.278603994496775       -512.45319018180669     
   33.445795114023383       -524.45071732901135     
   40.541940364385326       -519.34865835617666     
 #           12
   0.0000000000000000        0.0000000000000000     
  -262.80090618770464       -119.45299092218079     
  -224.47615316758225       -4.8837237396999598     
  -168.69912271244272        88.725353303132380     
  -285.92136363822800        250.70949225175923     
  -317.60836247017397        228.26752054222669     
  -274.41665181611125        286.31949245740032     
  -276.18568556034921        287.87498899911992     
  -275.39424559388016        287.99269946502056     
  -275.84626718945742        287.48143223205273     
  -276.24171494067730        288.60772988672250     
  -276.18569573699790        288.64521646421230     
  -276.18737890997926        288.61534571819959     
  -276.14935218011010        288.66148331222172     
  -276.14358578801932        288.67385692279595     
 #           13
   0.0000000000000000        0.0000000000000000     
   193.38649236860238       -214.32451540293252     
   129.17432239491527       -176.84369628853312     
   12.030552042225551       -190.60173176599451     
  -179.33320369305852       -260.68391956333824     
  -147.09723100353636       -201.74776980645049     
  -58.420269007910491       -210.44983694298475     
  -168.44018684172801       -134.73922025909599     
  -326.29600372808716       -139.35684074894419     
  -290.05392247678930       -205.90042008006230     
  -365.94124194068229       -172.84337684290156     
  -307.81192028890570       -170.35843464575217     
  -223.24443937953276       -100.23300779928168     
  -195.51878021567910        42.556410617960594     
  -272.66284814005382       -79.315210031732278     
  -186.02302497002921       -47.754548111808774     
  -340.87701632264918       -46.722473687412325     
  -328.31617984368165       -60.034890791755878     
  -364.37797788392504       -65.970312915651860     
  -364.79181473185878       -72.219387806842917     
  -373.20508130211169       -69.421664503990371     
  -373.00831703100152       -71.118035200404222     
  -371.65841058208389       -71.739031281213542     
  -373.66346964728569       -73.784866971633591     
  -370.74298801064543       -68.462538669945417     
  -372.56768139898054       -68.642619529217896     
  -372.93216591470139       -69.496805105082771     
  -374.43932318471576       -68.544358456030764     
  -375.26205590160572       -68.657221829012016     
