Circle Test @ YYE. Version 1.1.0.. Simulation on 2023- 6- 2   14h11
# Polygon        60, Circle Radius    1.00, Thickness 1.00E-03
# No. Particle  1000000, Rho ratio  2.00, Reactivity 1.00E+00, Diff coef 1.00E+00

#   Segment Index   Hitting Probability

 # r0, θ0 =   0.90000000000000002        0.0000000000000000     

       1            6.50180000E-02
       2            5.15900000E-02
       3            4.07480000E-02
       4            3.34210000E-02
       5            2.83510000E-02
       6            2.41210000E-02
       7            2.14880000E-02
       8            1.91450000E-02
       9            1.70760000E-02
      10            1.55470000E-02
      11            1.40580000E-02
      12            1.30920000E-02
      13            1.21830000E-02
      14            1.15130000E-02
      15            1.05950000E-02
      16            1.02270000E-02
      17            9.59800000E-03
      18            9.13900000E-03
      19            8.68000000E-03
      20            8.29600000E-03
      21            8.29800000E-03
      22            8.02800000E-03
      23            7.69600000E-03
      24            7.68200000E-03
      25            7.38800000E-03
      26            7.24000000E-03
      27            7.28300000E-03
      28            7.10100000E-03
      29            7.04300000E-03
      30            7.05700000E-03
      31            7.02100000E-03
      32            7.10900000E-03
      33            7.08600000E-03
      34            7.40600000E-03
      35            7.37800000E-03
      36            7.38900000E-03
      37            7.56400000E-03
      38            7.85300000E-03
      39            7.90500000E-03
      40            8.21500000E-03
      41            8.60400000E-03
      42            8.94800000E-03
      43            9.38900000E-03
      44            9.56000000E-03
      45            1.01590000E-02
      46            1.07720000E-02
      47            1.14440000E-02
      48            1.21380000E-02
      49            1.31120000E-02
      50            1.40280000E-02
      51            1.54470000E-02
      52            1.72500000E-02
      53            1.90120000E-02
      54            2.14620000E-02
      55            2.47050000E-02
      56            2.84560000E-02
      57            3.36650000E-02
      58            4.09630000E-02
      59            5.20720000E-02
      60            6.51860000E-02
